Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Average Cost,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry
Kalamazoo College,3,3,Private,Great Lakes,Small City,0.6689,28,1240,1427,0.6251,0.0427,0.0848,0.0589,0.0021,0.0014,0.0441,0.0694,0.0056,48547,14477,7991,0.8182,0.1856,0.7741,0.9192,0.0041,1.3,24000,27000,12000,0.980000019,0.230000004,19.21999931,108955.67,97614,5.409999847,21,235,47000,41400
Kansas State University,3,4,Public,Great Plains,Small City,0.9591,0,0,19647,0.7808,0.0408,0.058,0.0123,0.0045,0.0011,0.029,0.0585,0.0897,20140,10423,8154,0.8676,0.2526,0.5944,0.8119,0.1045,7.9,17000,22500,10500,0.959999979,0.479999989,20.79999924,76027.75,66719,6.269999981,475,5773,43300,39600
Kean University,3,4,Public,Mid-Atlantic,Large Suburb,0.8037,0,905,11975,0.3893,0.1925,0.2416,0.0585,0.0015,0.0042,0.0154,0.0119,0.2279,19462,9556,9226,0.2657,0.4094,0.4623,0.7364,0.2725,10.4,18750,24000,12500,0.899999976,0.569999993,22.95000076,60112.31,44190,7.519999981,312,2769,42000,41100
Keene State College,3,4,Public,New England,Distant Town,0.8185,0,975,4643,0.8199,0.0073,0.0274,0.0103,0.0015,0,0.0168,0,0.0263,24614,8491,8750,0.4861,0.2387,0.634,0.764,0.0586,4,20000,26000,7550,0.980000019,0.310000002,20.02000046,90119.45,83694,3.900000095,86,1621,37800,36100
Kennesaw State University,3,4,Public,Southeast,Large Suburb,0.5654,23,1068,22211,0.629,0.1769,0.0722,0.033,0.0022,0.0015,0.0379,0.0189,0.2486,20630,6179,6252,0.5638,0.4179,0.4338,0.7564,0.2518,8.6,15000,22500,11000,0.870000005,0.579999983,24.51000023,57729.39,41150.5,5.059999943,424,3115,39800,37200
Kent State University at Kent,3,4,Public,Great Lakes,Large Suburb,0.8302,23,1048,22071,0.7555,0.0864,0.0283,0.0121,0.002,0.0009,0.0258,0.0579,0.1773,23995,7675,8299,0.8298,0.3443,0.5152,0.7774,0.1397,14.7,16500,26225,10500,0.939999998,0.600000024,22.36000061,61046.44,51560,6.920000076,965,8473,36100,33100
Kentucky State University,3,4,Public,Southeast,Distant Town,0.3774,18,860,2131,0.1985,0.618,0.0127,0.0061,0.0019,0.0019,0.0216,0.0033,0.1506,18387,7431,6102,0.8113,0.5945,0.1797,0.5167,0.2013,28.6,14750,34942,12157,0.920000017,0.75999999,22.54000092,41361.97,31104,12.35999966,90,617,27300,26100
Kenyon College,3,3,Private,Great Lakes,Distant Town,0.3838,30,1328,1694,0.7568,0.0325,0.0549,0.0561,0.0059,0,0.0189,0.0437,0,57910,19725,8924,0.9583,0.1026,0.8908,0.9574,0.0035,1.5,16491,18304.5,10000,0.970000029,0.239999995,19.48999977,124272.54,110054,5.610000134,18,222,40400,37400
Kettering University,3,4,Private,Great Lakes,Mid-size City,0.6159,27,1198,1640,0.7756,0.0335,0.0335,0.0323,0.0024,0.0006,0.0268,0.0402,0.0366,49303,11438,7704,1,0.2523,0.6078,0.9194,0.0416,5.3,22500,26761.5,20000,0.980000019,0.340000004,19.84000015,88987.34,83977,5.920000076,27,630,66200,69900
Keuka College,3,4,Private,Mid-Atlantic,Distant Town,0.8778,0,0,1830,0.7557,0.0781,0.0333,0.0082,0.0071,0.0033,0.0071,0.0333,0.1727,42008,7308,6373,0.9474,0.371,0.4818,0.7249,0.4568,5.9,21825,26897.5,16953,0.970000029,0.50999999,24.88999939,64310.04,56190,8.199999809,35,594,40800,38500
Keystone College,3,4,Private,Mid-Atlantic,Large Suburb,0.7205,19,901,1550,0.7548,0.0529,0.0342,0.0084,0.0039,0.0019,0.0142,0.0058,0.1594,31012,5705,6328,0.279,0.4479,0.4221,0.7148,0.2205,9.6,16836,26000,12000,0.939999998,0.589999974,22.22999954,53936.18,45833,7.849999905,112,733,31000,28500
King University,3,4,Private,Southeast,Small City,0.6377,23,1039,2121,0.8095,0.0556,0.0217,0.0057,0.0028,0,0.0146,0.0269,0.0396,36533,4357,4703,1,0.459,0.5165,0.6869,0.5002,5.5,17910,20500,13750,0.920000017,0.529999971,25.64999962,59579.65,52011,9.960000038,27,281,45500,39900
King's College,3,4,Private,Mid-Atlantic,Small City,0.7151,0,0,1987,0.7952,0.0267,0.0689,0.0201,0.0015,0.001,0.0186,0.0015,0.0332,41453,9087,7393,0.5897,0.2917,0.6577,0.7563,0.056,7,22250,27000,9500,0.980000019,0.360000014,20.31999969,86028.03,78687.5,6.53000021,51,741,48000,42900
Knox College,3,3,Private,Great Lakes,Remote Town,0.7496,0,0,1402,0.582,0.0663,0.1027,0.0549,0.0036,0,0.0364,0.1155,0.0043,46291,12463,5295,1,0.2762,0.7948,0.8806,0.0105,4.7,25000,27000,12900,0.99000001,0.370000005,19.70000076,92964.36,84560.5,5.739999771,35,302,37100,35400
Kutztown University of Pennsylvania,3,4,Public,Mid-Atlantic,Fringe Town,0.8179,20,959,8538,0.8138,0.0703,0.0609,0.0124,0.0015,0.0012,0.0179,0.0086,0.0554,23130,8268,8599,0.9149,0.316,0.5482,0.7291,0.0602,6.7,18750,26000,9500,0.959999979,0.400000006,20.36000061,79126.45,74351,5.909999847,236,2888,37800,36600
La Roche College,3,4,Private,Mid-Atlantic,Large Suburb,0.5565,21,931,1344,0.6533,0.0662,0.0134,0.0082,0,0,0.0104,0.1295,0.1592,35493,5901,5789,0.3409,0.3833,0.4558,0.719,0.2245,6.5,18750,25000,9500,0.970000029,0.460000008,22.07999992,67680.38,62381,6.550000191,48,503,40000,37000
La Salle University,3,4,Private,Mid-Atlantic,Large City,0.8021,22,996,4228,0.5492,0.1895,0.1005,0.0459,0.0031,0.0014,0.0471,0.0163,0.1632,47134,9385,9266,0.4142,0.3598,0.6443,0.825,0.1939,3.8,20616.5,27000,12431.5,0.959999979,0.409999996,22.48999977,83518.91,71045.5,9.220000267,116,1369,51100,49400
La Sierra University,3,4,Private,Far West,Large City,0.4677,20,926,2060,0.1607,0.0714,0.4204,0.1553,0.0024,0.0238,0.0437,0.1204,0.0801,39842,10375,7230,0.8898,0.4819,0.4918,0.7615,0.1102,6.3,14500,27000,12000,0.949999988,0.600000024,20.93000031,65695.31,51186,11.42000008,67,532,45000,37300
Lafayette College,3,3,Private,Mid-Atlantic,Large Suburb,0.3414,29,1283,2452,0.6782,0.051,0.06,0.0298,0.0012,0.0004,0.0228,0.06,0.0069,57688,20383,10996,0.8571,0.1065,0.8832,0.9126,0.006,1.6,21648,24338,6500,0.959999979,0.230000004,19.31999969,122599.26,107123,5.199999809,30,390,69500,62400
Lake Forest College,3,4,Private,Great Lakes,Large Suburb,0.5727,26,1157,1577,0.5764,0.0615,0.1452,0.0488,0.0032,0.0013,0.0342,0.1015,0.0063,49743,10173,8231,0.5593,0.3286,0.6376,0.8221,0.0176,4.6,24000,27000,9500,0.980000019,0.5,19.68000031,96529.57,81078,4.980000019,26,354,46400,41600
Lake Superior State University,3,4,Public,Great Lakes,Remote Town,0.9183,23,1050,2299,0.793,0.0122,0.0213,0.0052,0.0839,0,0,0.0661,0.1457,19571,7640,6061,0.9077,0.4152,0.42,0.7476,0.0655,12.4,16563,25869,9750,0.930000007,0.579999983,22.44000053,56752.05,48687,7.550000191,135,1020,36300,32600
Lakeland College,3,4,Private,Great Lakes,Fringe Rural,0.6621,22,1007,2449,0.8085,0.0604,0.0404,0.0233,0.0114,0.0008,0.0098,0.0351,0.5827,32706,4730,6425,0.179,0.3478,0.5083,0.6954,0.499,6.2,19023.5,27000,12500,0.959999979,0.540000021,26.37999916,56436.15,45209,5.889999866,70,858,39700,37900
Lamar University,3,4,Public,Southwest,Mid-size City,0.7682,21,974,9175,0.4936,0.3019,0.1136,0.0384,0.0045,0.0001,0.015,0.0167,0.2802,21142,4626,7689,0.7955,0.4556,0.346,0.5346,0.2882,13.5,12500,23182,9500,0.829999983,0.720000029,22.43000031,44121.96,31781.5,12.42000008,298,2258,40100,35800
Lancaster Bible College,3,4,Private,Mid-Atlantic,Large Suburb,0.5813,19,982,1212,0.5635,0.2789,0.0322,0.0248,0.0017,0,0.0272,0.0041,0.3284,27372,8105,5605,0.3851,0.4096,0.6952,0.7164,0.4151,4.3,12000,18750,8750,0.949999988,0.49000001,22.45000076,66006.2,60888,5.349999905,52,256,29900,28400
Lander University,3,4,Public,Southeast,Distant Town,0.4216,20,945,2750,0.5629,0.3342,0.0142,0.0036,0.0025,0.0004,0.0211,0.0305,0.0604,21628,5092,5675,0.5958,0.4914,0.515,0.6138,0.0677,10,15250,26780,9500,0.920000017,0.620000005,20.96999931,57754.73,45814,9.899999619,88,879,32800,31300
Lane College,3,3,Private,Southeast,Small City,0.4916,15,716,1554,0.0013,0.9987,0,0,0,0,0,0,0.0129,17406,4813,4704,0.9222,0.9246,0.3082,0.4862,0.0991,12.9,16018,31478,9500,0.939999998,0.889999986,20.27000046,31750.65,25617,16.13999939,76,443,22700,20300
Lasell College,3,4,Private,New England,Small City,0.7614,21,974,1667,0.7091,0.0714,0.0858,0.0234,0.0036,0.0018,0.0306,0.0312,0.0108,43854,6324,7409,0.3224,0.319,0.5294,0.7428,0.0261,6.8,23000,26000,8750,1,0.370000005,19.47999954,86819.79,77869,5.420000076,46,531,36600,34600
Lawrence Technological University,3,4,Private,Great Lakes,Small City,0.4365,25,1145,3033,0.457,0.0557,0.0201,0.2298,0.0033,0.0003,0,0.0488,0.4936,39890,10272,7585,0.3077,0.1847,0.4939,0.8179,0.15,8.5,21500,27850,13875,0.949999988,0.449999988,22.10000038,74787.91,63620,6.420000076,53,707,51700,50000
Lawrence University,3,3,Private,Great Lakes,Small City,0.7269,0,0,1517,0.7337,0.0257,0.0527,0.0382,0.0059,0.0066,0.0369,0.0929,0.0171,50570,15429,7545,0.8091,0.224,0.8174,0.879,0.0155,0.9,27000,27050,16000,0.99000001,0.319999993,19.59000015,104424.87,91379,4.650000095,31,316,37700,35800
Le Moyne College,3,4,Private,Mid-Atlantic,Mid-size City,0.619,24,1080,2619,0.7812,0.0554,0.0569,0.0263,0.0061,0.0004,0.0229,0.0057,0.0859,42068,9710,8776,0.4602,0.3234,0.7383,0.875,0.1013,5.1,21216.5,25750,11500,0.980000019,0.430000007,21.52000046,75088.06,62276,8.130000114,82,1156,47300,45000
Le Moyne-Owen College,3,3,Private,Southeast,Large City,0.2335,16,760,1009,0.003,0.9921,0.003,0.002,0,0,0,0,0.1308,16427,4198,4750,0.4775,0.7616,0.1685,0.4571,0.3558,19,12250,0,12240,0.899999976,0.889999986,23.61000061,24665.5,17437.5,20.5,42,226,27000,23300
Lebanon Valley College,3,4,Private,Mid-Atlantic,Small Suburb,0.6686,25,1112,1698,0.8516,0.0206,0.0483,0.0159,0.0035,0.0006,0.023,0.0006,0.0318,46169,9979,7793,0.438,0.2282,0.7311,0.8267,0.0328,1.4,24500,27000,10500,0.99000001,0.25999999,19.96999931,92767.68,88001.5,4.75,27,638,42700,41000
Lee University,3,4,Private,Southeast,Small City,0.9165,24,1094,4143,0.7847,0.0589,0.0403,0.0109,0.0046,0.0014,0.0046,0.0456,0.076,23554,5177,5605,1,0.3926,0.5313,0.7719,0.2105,11.3,17686.5,28000,10837.5,0.910000026,0.569999993,21.45000076,64378.91,54410,8.020000458,165,1150,32500,30000
Lehigh University,3,4,Private,Mid-Atlantic,Small City,0.3084,30,1322,4904,0.6876,0.0336,0.0805,0.0695,0.0006,0,0.0269,0.0681,0.0126,55441,19955,12344,0.812,0.1472,0.8584,0.9392,0.0057,0.9,22500,24750,13000,0.99000001,0.25999999,19.32999992,125770.36,102543,4.039999962,58,964,77100,68600
Lenoir-Rhyne University,3,4,Private,Southeast,Small City,0.6806,21,976,1409,0.687,0.1391,0.049,0.0177,0.0057,0.0007,0.0227,0.0106,0.0802,39425,7048,6600,1,0.4514,0.4877,0.6231,0.1201,11.5,17714,25000,9500,0.970000029,0.479999989,21.29000092,74504.47,62412.5,6.739999771,40,541,36100,33600
Lesley University,3,4,Private,New England,Mid-size City,0.6749,24,1065,1785,0.7031,0.0482,0.0728,0.0364,0.0034,0.0034,0.0342,0.0168,0.1838,47788,9092,7838,0.822,0.2621,0.4602,0.7874,0.1833,4.4,19500,25000,12874.5,0.970000029,0.449999988,24.89999962,70943.6,55849,6.550000191,88,691,34700,33200
LeTourneau University,3,4,Private,Southwest,Small City,0.4066,26,1175,2173,0.6383,0.0934,0.0911,0.011,0.0046,0.0009,0.0341,0.0456,0.3907,37031,7550,7287,0.4815,0.4086,0.528,0.7673,0.4087,6.9,23250,29250,15750,0.970000029,0.540000021,29.61000061,57117.48,44614.5,8.93999958,180,1721,51000,44500
Lewis & Clark College,3,4,Private,Far West,Large City,0.6285,29,1279,1985,0.6479,0.0217,0.0841,0.0605,0.0141,0.003,0.0076,0.0494,0.0101,53455,14496,9221,0.5422,0.2135,0.7451,0.8623,0.0108,1.9,19115,22389.5,10500,0.980000019,0.270000011,20.96999931,83576.98,67573,6.480000019,50,482,42500,37600
Lewis University,3,4,Private,Great Lakes,Large Suburb,0.5587,24,1088,4489,0.6471,0.076,0.1729,0.0341,0.0011,0.002,0.0209,0.0082,0.1724,34079,8122,9021,0.3606,0.3145,0.6246,0.8172,0.2309,5.2,20000,25000,15223,0.970000029,0.409999996,22.75,78739.55,71614,5.039999962,88,1090,47000,43500
Lewis-Clark State College,3,3,Public,Rocky Mountains,Small City,0.9977,20,936,3161,0.8358,0.0082,0.049,0.0095,0.0199,0.0019,0.031,0.0275,0.2344,16184,6049,5512,0.9708,0.4172,0.2698,0.5984,0.3299,11.3,12500,22231,9200,0.910000026,0.75,25.65999985,39595.63,30202,9.140000343,197,1193,33500,29700
Liberty University,3,4,Private,Southeast,Small City,0.2165,23,1030,47079,0.4844,0.1559,0.0181,0.0068,0.005,0.0017,0.0216,0.0256,0.4512,31344,2167,4102,0.6333,0.5021,0.5017,0.6851,0.6265,7.9,12612,24750,9874,0.920000017,0.579999983,25.45000076,62521.01,51134,7.599999905,677,3617,34500,31400
Limestone College,3,3,Private,Southeast,Fringe Town,0.5322,22,1010,3150,0.4019,0.5114,0.0241,0.0048,0.0044,0,0.0032,0.033,0.2435,34658,4875,4780,0.5047,0.5202,0.3644,0.5827,0.585,13.1,20000,29250,12500,0.920000017,0.720000029,30.13999939,43422.74,31465.5,10.92000008,129,1007,37100,33800
Lincoln Memorial University,3,4,Private,Southeast,Remote Town,0.6995,23,1054,1632,0.8388,0.0423,0.0214,0.0086,0.0012,0,0.0116,0.0239,0.2813,31241,7988,2660,0.7077,0.5057,0.5304,0.7436,0.3228,5.3,15000,18832,9500,0.930000007,0.610000014,26.88999939,41205.47,31386,14.39999962,84,568,37100,35400
Lincoln University of Pennsylvania,3,4,Public,Mid-Atlantic,Large Suburb,0.6133,18,853,1614,0.0105,0.8371,0.0223,0.0012,0.0006,0,0.0149,0.0291,0.0799,22497,8889,8170,1,0.6429,0.3984,0.7159,0.1004,23.3,24376,33830,14778,0.980000019,0.680000007,21.92000008,44650.53,35974,16.45000076,106,700,32400,30900
Lindenwood University,3,4,Private,Great Plains,Small City,0.6629,23,1045,7928,0.5883,0.1449,0.0352,0.0063,0.0039,0.0023,0.0264,0.1094,0.061,30193,3942,6787,1,0.352,0.4484,0.707,0.2752,4,20500,27000,14000,0.970000029,0.460000008,23.93000031,74703.81,62127,6.159999847,178,1796,39600,35400
Linfield College-McMinnville Campus,3,3,Private,Far West,Distant Town,0.9219,24,1090,1641,0.6435,0.0189,0.0945,0.0597,0.0104,0.0055,0.0999,0.0372,0.0158,45708,13664,7064,0.916,0.255,0.6786,0.805,0.0186,3.3,22697,25000,12000,0.99000001,0.370000005,23.78000069,79097.27,65697,6.889999866,72,865,50200,47900
Lipscomb University,3,4,Private,Southeast,Large City,0.527,25,1149,2874,0.7672,0.0769,0.0505,0.0268,0.0014,0,0.0153,0.0216,0.1002,37181,10013,7138,0.9802,0.2854,0.64,0.7672,0.146,3.5,14500,22125,9500,0.949999988,0.370000005,20.62000084,86133.94,79148,6.579999924,67,644,38900,35500
LIU Brooklyn,3,4,Private,Mid-Atlantic,Large City,0.869,20,921,4905,0.2014,0.3278,0.1586,0.1574,0.0039,0.0014,0.0104,0.0216,0.1454,42712,11583,9917,0.427,0.6039,0.3017,0.589,0.2791,9.5,18325.5,25000,12500,0.02,1,24.68000031,19232.08,15328,18.37999916,467,3835,49900,42100
LIU Post,3,4,Private,Mid-Atlantic,Large Suburb,0.8067,21,974,4067,0.4773,0.0993,0.1301,0.0425,0.0015,0,0.0116,0.1114,0.1099,44701,10405,10748,0.3926,0.1752,0.3902,0.717,0.0753,9.5,18325.5,25000,12500,0.980000019,0.370000005,21.97999954,57894.33,39528,11.92000008,467,3835,49900,42100
Livingstone College,3,3,Private,Southeast,Mid-size Suburb,0.7122,15,723,1172,0.0043,0.9087,0.0094,0.0009,0.0051,0,0,0.0026,0.0068,25050,4901,5557,0.9306,0.8344,0.2036,0.5296,0.0757,25.5,16750,40000,9500,0.910000026,0.850000024,20.98999977,36233.21,28538.5,11.68000031,82,376,23300,20900
Lock Haven University,3,4,Public,Mid-Atlantic,Distant Town,0.8777,20,937,4783,0.8668,0.0782,0.0234,0.0075,0.0021,0,0.0121,0.004,0.06,19145,7365,9142,0.9366,0.3919,0.4733,0.7025,0.0875,8,18162,27000,9283.5,0.949999988,0.519999981,20.70999908,66735.94,61119,7.300000191,139,1850,38500,36700
Longwood University,3,4,Public,Southeast,Remote Town,0.8136,21,1002,4357,0.7822,0.0778,0.0468,0.011,0.0028,0.0009,0.0351,0.0083,0.0551,23707,7857,7013,1,0.2344,0.6341,0.8155,0.0418,3.6,19000,25327,11125,0.970000029,0.349999994,19.82999992,85619.87,82459,6.400000095,65,1058,39400,37500
Loras College,3,4,Private,Great Plains,Small City,0.6903,24,1088,1521,0.8291,0.0224,0.0598,0.0079,0.002,0.0007,0.0151,0.025,0.0256,37622,6903,6173,0.7485,0.2441,0.609,0.8102,0.0206,5.4,24225,27000,8000,0.980000019,0.389999986,20.15999985,89740.93,79300,4.670000076,43,643,41500,38200
Louisiana College,3,4,Private,Southeast,Small Suburb,0.7423,21,968,1081,0.691,0.2276,0.0194,0.0093,0.0046,0.0009,0.0056,0.0287,0.0675,22940,7234,5513,1,0.454,0.4251,0.5308,0.1487,10.9,11750,22707,9201,0.889999986,0.540000021,20.96999931,62856.44,49554.5,14.39999962,37,330,40900,37800
Louisiana State University and Agricultural & Mechanical College,3,4,Public,Southeast,Fringe Rural,0.7623,26,1162,23990,0.756,0.1112,0.0506,0.0343,0.0032,0.001,0.0234,0.017,0.0535,20422,9914,9190,0.9102,0.1978,0.6914,0.8249,0.0534,4.3,13000,19500,8250,0.870000005,0.519999981,20.54999924,70702.73,52648,11.57999992,415,5035,49500,42800
Louisiana State University-Alexandria,3,3,Public,Southeast,Fringe Rural,0.6074,20,950,1984,0.7525,0.1522,0.0383,0.0126,0.0141,0,0.0247,0.002,0.371,14276,7400,5298,0.6304,0.4093,0.138,0.5357,0.3451,12.2,9000,17750,6500,0.769999981,0.800000012,24.70999908,35477.1,25217,17.88999939,199,1145,32800,29000
Louisiana State University-Shreveport,3,4,Public,Southeast,Mid-size City,0.8349,22,1030,2796,0.6084,0.2157,0.0401,0.0172,0.0093,0.0007,0.0279,0.0243,0.2618,15066,5804,6279,0.7316,0.2997,0.3255,0.6621,0.2496,10.5,12500,20322,10500,0.829999983,0.699999988,23.45000076,42687.86,28984,14.35999966,164,1032,36600,32700
Louisiana Tech University,3,4,Public,Southeast,Distant Town,0.6744,24,1089,7047,0.6823,0.1506,0.0139,0.0099,0.0048,0.0011,0.0145,0.0444,0.1098,16983,5668,7055,0.8468,0.2218,0.4934,0.7864,0.1507,7.5,13632.5,20984.5,8583,0.870000005,0.610000014,21.48999977,57506.42,43568,14.57999992,277,2366,43300,37500
Lourdes University,3,4,Private,Great Lakes,Large Suburb,0.6932,0,0,1747,0.6926,0.1654,0.0641,0.0097,0.0046,0.0023,0.0263,0.0023,0.352,27429,8764,5914,1,0.5722,0.3592,0.622,0.4097,15.9,20000,32650,14250,0.970000029,0.649999976,27.85000038,46909.66,30582.5,8.609999657,56,401,37100,33200
Loyola Marymount University,3,4,Private,Far West,Large City,0.5412,27,1202,6087,0.4894,0.0563,0.221,0.1045,0.0025,0.0013,0.0726,0.0524,0.0276,55432,14921,10098,0.5352,0.1923,0.7583,0.9144,0.0232,3.9,20201.5,22299.5,13562.5,0.970000029,0.370000005,20.12000084,101494.67,76696,8.600000381,154,1450,58000,49600
Loyola University Chicago,3,4,Private,Great Lakes,Large City,0.914,27,1195,9931,0.6138,0.0354,0.1266,0.1131,0.001,0.0015,0.0575,0.03,0.0755,47727,11462,9432,0.5019,0.299,0.7101,0.8541,0.0804,4.6,22934,25751,11000,0.970000029,0.430000007,20.51000023,85748.31,67583.5,6.300000191,281,2324,50600,45500
Loyola University Maryland,3,4,Private,Mid-Atlantic,Large City,0.58,27,1194,3972,0.7941,0.0506,0.0921,0.0302,0.002,0.0005,0.0214,0.0038,0.0083,56736,11584,8346,0.6188,0.1414,0.8437,0.8731,0.0072,2.9,26000,27000,8490.5,0.99000001,0.219999999,19.36000061,134101.78,112164,4.119999886,43,803,64000,56400
Loyola University New Orleans,3,4,Private,Southeast,Large City,0.8707,25,1143,2910,0.5127,0.1598,0.1581,0.0354,0.0058,0.0003,0.0357,0.032,0.0649,46676,11302,8612,0.7682,0.2972,0.5486,0.8039,0.0679,5.3,18500,26070,11250,0.970000029,0.379999995,20.77000046,88998.94,72625,9.220000267,111,896,43500,40500
Lubbock Christian University,3,4,Private,Southwest,Mid-size City,0.9489,22,1010,1466,0.7156,0.0512,0.2012,0.0027,0.0075,0.0027,0,0.0191,0.1419,28493,6054,5878,0.5526,0.3927,0.4125,0.6975,0.2123,10.2,18500,24998,12500,0.949999988,0.589999974,24.29999924,62284.68,49495,11.13000011,77,770,42300,35800
Luther College,3,3,Private,Great Plains,Remote Town,0.7212,26,1175,2388,0.8597,0.0155,0.0314,0.0163,0.0008,0,0.0168,0.059,0.005,46548,11373,7539,0.7352,0.1929,0.7602,0.8711,0.0109,3.2,26902,27000,11500,1,0.310000002,19.62999916,99210.06,90605,4.75,51,777,42900,39900
Lycoming College,3,3,Private,Mid-Atlantic,Small City,0.7162,24,1047,1288,0.7733,0.0536,0.0349,0.0062,0.0016,0.0008,0.0248,0.0411,0.0039,44256,8056,7080,0.6864,0.3264,0.6391,0.7944,0.0161,6.6,27000,27000,9500,0.99000001,0.360000014,19.70999908,84603.86,75474,5.840000153,34,557,42700,40600
Lynchburg College,3,4,Private,Southeast,Small City,0.6369,22,1002,2140,0.7729,0.1093,0.0421,0.0126,0.0033,0.0005,0.0252,0.0112,0.0252,41818,10202,7038,1,0.2994,0.5619,0.7825,0.0767,4.8,21500,27000,18000,0.980000019,0.400000006,20.37999916,90083.99,77604,5.929999828,58,714,40600,37000
Lyndon State College,3,4,Public,New England,Remote Town,0.9934,20,930,1363,0.8305,0.0308,0.044,0.0051,0.0073,0,0.0213,0.0066,0.0778,19178,7553,6254,1,0.4411,0.3506,0.6437,0.0961,12.5,14200,26900,8535.5,0.959999979,0.550000012,20.87999916,65000.85,56155,6.900000095,56,583,31400,29700
Lynn University,3,4,Private,Southeast,Small City,0.776,20,940,1732,0.3915,0.101,0.1253,0.0162,0.0087,0.0012,0,0.2385,0.0572,48735,9124,5194,0.8182,0.2004,0.4128,0.6925,0.1064,6.8,13000,19500,8750,0.930000007,0.460000008,22.45000076,87543.56,56163,6.309999943,82,448,39700,34400
Macalester College,3,3,Private,Great Plains,Large City,0.3416,31,1350,2029,0.6654,0.0266,0.0616,0.0705,0.001,0,0.0517,0.1232,0.0094,55393,17781,9450,0.7895,0.172,0.8742,0.9513,0.001,1.6,21996.5,23501.5,13717.5,0.99000001,0.319999993,19.37999916,93155.63,85439.5,6.03000021,35,308,45600,38900
Madonna University,3,4,Private,Great Lakes,Small City,0.6125,22,1034,3080,0.6205,0.1302,0.036,0.0107,0.0026,0.0003,0.0185,0.1682,0.474,22629,7282,7554,0.9929,0.3568,0.4294,0.8182,0.3851,7.3,21733,25000,18869,0.949999988,0.569999993,27.43000031,58679.09,41119.5,6.639999866,143,817,39200,36300
Malone University,3,4,Private,Great Lakes,Small City,0.7179,23,1046,1571,0.8466,0.0751,0.0267,0.0083,0.0019,0.0019,0.021,0.0159,0.0859,35213,6567,6277,0.4648,0.3991,0.5866,0.7131,0.2095,6.4,19549,25500,12000,0.959999979,0.49000001,24.70999908,67635.7,63498,6.539999962,75,768,42200,36600
Manchester University,3,4,Private,Great Lakes,Distant Town,0.7116,22,1017,1188,0.846,0.0354,0.048,0.0118,0.0025,0.0008,0.032,0.0202,0.0076,38505,5778,6924,0.7676,0.358,0.4873,0.6882,0.0133,6.5,19500,27000,5500,0.970000029,0.419999987,19.90999985,76767.12,74409.5,5.639999866,30,428,37100,35900
Manhattan College,3,4,Private,Mid-Atlantic,Large City,0.6617,25,1090,3403,0.6027,0.037,0.184,0.037,0.0018,0,0.0191,0.025,0.0611,44895,9882,9042,0.5058,0.2895,0.7373,0.8789,0.0702,4,21500,25500,9500,0.959999979,0.340000004,19.71999931,104919.34,94555,7.21999979,58,952,56500,56000
Manhattanville College,3,4,Private,Mid-Atlantic,Large Suburb,0.7674,0,1075,1671,0.2352,0.0754,0.1209,0.0102,0.0012,0.0006,0.0132,0.0946,0.0359,49907,9394,7862,0.3385,0.348,0.5832,0.7524,0.0378,4.9,18750,26000,9500,0.970000029,0.409999996,19.85000038,85034.73,68915,7.570000172,56,502,46800,41700
